0,186.815414429
1,186.180389404
2,185.512878418
3,184.400680542
4,183.940917969
5,181.893341064
6,181.016235352
7,178.470474243
8,174.478317261
9,169.45149231
10,164.862060547
11,158.698425293
12,152.162719727
13,143.077774048
14,137.777496338
15,127.177505493
16,118.911735535
17,115.393669128
18,111.492355347
19,102.643096924
20,101.299667358
21,100.284965515
22,88.3543624878
23,83.3508148193
24,85.2393035889
25,87.8698425293
26,88.410987854
27,84.8846282959
28,82.0430221558
29,78.1875915527
30,80.0942687988
31,77.6833343506
32,76.3434448242
33,75.0516738892
34,79.7167205811
35,79.052116394
36,76.314125061
37,71.9322662354
38,77.8027648926
39,72.1323928833
40,76.239616394
41,73.0211639404
42,73.9719543457
43,72.5947723389
44,68.878364563
45,71.3414001465
46,79.9306716919
47,69.1264953613
48,73.899017334
49,73.9977264404
50,68.1895828247
51,70.039855957
52,71.0003051758
53,72.2675170898
54,73.7546234131
55,70.0795593262
56,71.3907165527
57,69.2840270996
58,73.3448486328
59,72.9083862305
60,74.0364227295
61,66.0659255981
62,70.1737747192
63,73.2771530151
64,70.0766601562
65,70.6548156738
66,66.4013137817
67,69.6978607178
68,64.6573867798
69,71.7842559814
70,79.2212219238
71,66.1149520874
72,72.9419708252
73,69.5208969116
74,65.1939468384
75,74.0225982666
76,71.7502746582
77,66.979095459
78,70.5922088623
79,69.8385467529
80,66.5666351318
81,68.4383239746
82,63.0166702271
83,62.0913276672
84,69.3665542603
85,66.967590332
86,66.0470275879
87,67.5816497803
88,66.4353408813
89,69.2617492676
90,65.823425293
91,67.749420166
92,67.1447677612
93,64.3330078125
94,66.5234069824
95,66.4629592896
96,66.8105926514
97,66.4059448242
98,62.9132461548
99,68.4951934814
100,62.5859375
101,64.5625
102,68.4730453491
103,65.677520752
104,68.1710968018
105,64.3342590332
106,62.4764976501
107,64.1730575562
108,65.613067627
109,67.8831634521
110,69.9628601074
111,64.9693374634
112,70.9226379395
113,62.9991798401
114,67.6714401245
115,66.9454345703
116,65.8988723755
117,60.6881561279
118,61.9672927856
119,70.6404571533
120,72.1325378418
121,68.2646713257
122,62.5596046448
123,68.108291626
124,65.6550216675
125,60.032623291
126,63.4626159668
127,65.6214904785
128,64.9537200928
129,61.1551361084
130,66.9885635376
131,57.8591270447
132,60.6841087341
133,63.9644203186
134,59.6061782837
135,64.0377197266
136,64.8990478516
137,61.5181732178
138,60.9013671875
139,64.0506820679
140,61.5699996948
141,64.0254592896
142,63.7457504272
143,68.7056427002
144,60.6515922546
145,60.9771118164
146,64.2183532715
147,64.1684570312
148,67.3735046387
149,62.80027771
150,65.4853820801
151,62.1914672852
152,54.5331115723
153,59.500831604
154,59.8551750183
155,63.9145202637
156,63.7922821045
157,60.9196853638
158,65.2499084473
159,55.68151474
160,61.8704872131
161,63.9630737305
162,67.1034240723
163,62.9569206238
164,64.7502288818
165,62.429813385
166,66.7113571167
167,66.1496582031
168,68.1557006836
169,59.3529663086
170,57.6856079102
171,61.4841384888
172,64.6956481934
173,65.4667434692
174,61.902923584
175,56.7822341919
176,61.4644317627
177,62.1600227356
178,56.2300109863
179,62.3024368286
180,59.7521209717
181,69.3913879395
182,59.7552490234
183,61.0645828247
184,63.4070510864
185,63.9673461914
186,57.8375015259
187,61.9352493286
188,60.9971466064
189,64.4168319702
190,59.6344680786
191,65.3209228516
192,61.2679443359
