0,186.815414429
1,186.481190732
2,186.123879915
3,185.622804203
4,185.212097203
5,184.503807289
6,183.835309836
7,182.893338507
8,181.519635812
9,179.666765549
10,177.509240977
11,174.887781951
12,171.840764868
13,168.111279058
14,164.291427153
15,159.735883562
16,154.836367576
17,150.195533421
18,145.720736966
19,140.816764381
20,136.379537835
21,132.375804605
22,127.545558686
23,122.743001386
24,118.702569839
25,115.406323962
26,112.540121428
27,109.621844798
28,106.72764185
29,103.74729653
30,101.288173179
31,98.8437557294
32,96.5219742679
33,94.3135208714
34,92.8163646951
35,91.4082165408
36,89.8675699205
37,88.0407028755
38,86.9998143534
39,85.4907671564
40,84.5531795447
41,83.3860039569
42,82.4343446154
43,81.4407517855
44,80.1734521179
45,79.2832542678
46,79.3484569706
47,78.3197152497
48,77.8750994024
49,77.4853534431
50,76.5514445404
51,75.8975559864
52,75.4059840193
53,75.091072487
54,74.9570196229
55,74.4679340232
56,74.1594518569
57,73.670825348
58,73.6381624592
59,73.5650534587
60,73.6122667443
61,72.8565325994
62,72.5879049036
63,72.6569110743
64,72.398611897
65,72.2240655821
66,71.6412895034
67,71.4467961737
68,70.7673822273
69,70.8691333578
70,71.7048134719
71,71.1455434878
72,71.3252683155
73,71.1447569672
74,70.5494556997
75,70.896885647
76,70.982250131
77,70.581826661
78,70.5828651332
79,70.5084170302
80,70.114161319
81,69.946547923
82,69.2534497651
83,68.5371348779
84,68.6200875176
85,68.4548186103
86,68.214014345
87,68.1507719409
88,67.979214314
89,68.1074775801
90,67.879056691
91,67.8660922385
92,67.7939557848
93,67.4478436889
94,67.3553958598
95,67.2661485897
96,67.220591336
97,67.1391240133
98,66.7165237554
99,66.8943954525
100,66.4635393576
101,66.2734313317
102,66.4933969927
103,66.4118079468
104,66.5877395916
105,66.3623883548
106,65.9737943475
107,65.7937186094
108,65.7756533253
109,65.9864062898
110,66.3840549861
111,66.2425821725
112,66.710590909
113,66.3394475469
114,66.4726475331
115,66.5199264695
116,66.457820785
117,65.8808520191
118,65.4894946915
119,66.0045926011
120,66.6173889061
121,66.782117579
122,66.3598652915
123,66.5347082954
124,66.4467394649
125,65.8053267467
126,65.5710553069
127,65.5760988311
128,65.5138608794
129,65.0779879115
130,65.2690456677
131,64.5280531296
132,64.1436583745
133,64.1257345557
134,63.673778628
135,63.7101727596
136,63.8290603329
137,63.5979715093
138,63.3283109595
139,63.4005480987
140,63.2174931936
141,63.2982898289
142,63.3430359016
143,63.8792967196
144,63.5565261982
145,63.2985847062
146,63.39056158
147,63.4683511383
148,63.8588665477
149,63.7530076495
150,63.9262451139
151,63.7527673118
152,62.8308016458
153,62.4978046117
154,62.233541631
155,62.4016395065
156,62.5407037754
157,62.3786019247
158,62.6657325922
159,61.9673107736
160,61.9576284172
161,62.1581729562
162,62.6526980851
163,62.6831203399
164,62.8898311999
165,62.8438294172
166,63.230582196
167,63.5224898027
168,63.9858108994
169,63.5225264326
170,62.9388345716
171,62.7933649614
172,62.9835932869
173,63.2319083078
174,63.0990098341
175,62.4673322643
176,62.3670422134
177,62.3463402654
178,61.7347073336
179,61.7914802834
180,61.5875443512
181,62.3679287137
182,62.1066607435
183,62.0024529513
184,62.1429127653
185,62.3253561084
186,61.8765706489
187,61.8824385169
188,61.7939093257
189,62.0562015907
190,61.814028239
191,62.1647177008
192,62.0750403642
193,61.9779443477
194,62.0487030746
195,61.9204158664
196,61.7703863035
197,61.5851033493
198,61.7655864685
199,61.4773540849
200,61.7493727049
201,61.7161598301
202,61.3136863792
203,61.0357959822
204,60.6517464894
205,60.6539317647
206,60.6381788623
207,60.4552291248
208,61.0127076163
209,61.2647113909
210,61.6216646293
211,62.2621928687
212,62.1657888741
213,61.91427003
214,62.6160849094
215,62.5818297052
216,61.7413438782
217,62.0993979059
218,62.0480293586
219,62.0419370551
220,61.8050376611
221,61.7626419577
222,61.7846817475
223,61.7111013444
224,61.5152467946
225,61.3186957175
226,61.4900701643
227,61.2948118508
228,60.7127576524
229,60.5153531183
230,60.7882898523
231,61.0858547575
232,61.6819468636
233,61.5904985456
234,61.6007377078
235,61.3437858852
236,61.4173983245
237,60.8834728994
238,61.0011883078
239,60.6668012886
240,61.0550741627
241,60.5500435835
242,60.5368361002
243,60.685548883
244,60.7623003912
245,61.784697824
246,61.5658803701
247,61.6584309744
248,60.6061544663
249,60.8768645507
250,60.7712741955
251,60.3789146898
252,60.5086497924
253,60.7082185443
254,60.6047535624
255,60.2248156207
256,60.2487459544
257,60.0793179837
258,59.8920759589
259,59.4824883429
260,58.9776705999
261,59.0066930144
262,59.3156111916
263,58.9486359489
264,58.9542869567
265,58.759110794
266,58.3389744033
267,58.2372012916
268,58.5519958719
269,58.4234026537
270,58.5560692548
271,59.0878677248
272,59.2646919143
273,58.9529409693
274,58.8233996647
275,58.2744733945
276,57.8840400627
277,58.1762581572
278,58.0275501882
279,58.2110969729
280,58.412853334
281,58.3086247328
282,58.4350658789
283,58.2238110305
284,58.3297204853
285,58.9065888298
286,58.7413838958
287,58.7609596481
288,58.2885036674
289,57.9559175676
290,57.5009813285
291,57.9612896898
292,57.8207812957
293,57.3987598526
294,56.9792406178
295,56.1201631441
296,56.2536668493
297,56.5513390285
298,56.4216876848
299,56.656401088
300,56.2272390218
301,56.6225201092
302,56.6904057326
303,56.6358404096
304,56.4989256801
305,56.4173497625
306,56.3008314611
307,55.8594095088
308,55.3174260775
309,55.2021580028
310,55.2345361967
311,55.0447415583
312,55.3175562208
313,55.0375553595
314,54.9835926855
315,55.5479706911
316,55.8089760054
317,56.3711978354
318,56.1565778993
319,55.9170443006
320,55.6648525049
321,55.6481727048
322,55.7147435264
323,55.9137392207
324,55.7475575594
325,55.5775724639
326,55.4643388381
327,55.7358557752
328,55.4954069469
329,55.3715319169
330,55.4231856405
331,55.4388756519
332,55.3188116341
333,55.5200237324
334,55.483439984
335,55.9850898821
336,55.4591925119
337,55.1102184512
338,54.8095023922
339,54.2826033615
340,53.583089821
341,53.0874341897
342,52.753977636
343,53.0676019366
344,52.9533641733
345,53.0939030764
346,53.7256558047
347,53.510993514
348,53.4550151648
349,53.9633344491
350,53.7891094637
351,53.7432192998
352,53.8511868748
353,53.9588534504
354,54.4591091576
355,54.3745458218
356,54.0442453229
357,53.8912024739
358,53.452807019
359,53.3124579577
360,53.34807732
361,53.3367181507
362,52.9425154823
363,52.9213344602
364,53.3833346202
365,53.0186965317
366,52.9017077074
367,52.9501161145
368,52.6623310655
369,52.4853141913
370,51.9200267144
371,52.2844979657
372,51.9833896303
373,52.0261364827
374,52.0633795544
375,52.1039074437
376,52.0196466127
377,51.955697317
378,51.5916926793
379,51.2157051741
380,51.1800767343
381,51.822254684
382,52.4996182201
383,52.3128468583
384,52.1399697653
385,52.1318466596
386,52.1205800234
387,52.0702102535
388,51.9902426797
389,52.1827886937
390,52.0250727211
391,51.9411647684
392,51.4284138769
393,51.2763176522
394,51.7790287519
395,51.6551244424
396,51.1087282091
397,50.8151508441
398,50.7360596184
399,50.511421018
400,50.4130808113
401,50.4308631538
402,50.2630061017
403,49.5671147323
404,49.4600858762
405,49.5066531248
406,49.5287981761
407,49.4572259604
408,49.2338853376
409,48.9920096365
410,49.4226151914
411,48.9831822703
412,49.2921051016
413,49.251862487
414,49.1435864098
415,48.8876597756
416,48.833030761
417,48.7375549859
418,48.6975515472
419,48.6539423276
420,48.3491758414
421,47.9020611442
