,autoencoding_loss,binarize_thresh,budget_hours,color,color_0,contractive,contractive_coef,dataset,denoise,eps,filter_size,id,k,k_0,k_1,k_2,k_3,k_4,l2,lr,marginalized,max_nb_epochs,merge_op,mode,model_name,n_steps,nb_fc_layers,nb_fc_units_0,nb_fc_units_1,nb_fc_units_2,nb_fc_units_3,nb_filters_0,nb_filters_1,nb_filters_2,nb_filters_3,nb_filters_4,nb_filters_mul,nb_hidden_units_0,nb_hidden_units_1,nb_hidden_units_2,nb_hidden_units_3,nb_hidden_units_4,nb_layers,nb_recurrent_layers,nb_recurrent_units_0,nb_recurrent_units_1,nb_recurrent_units_2,nbatch,ndf,ndfc,ngf,ngfc,niter,niter_decay,noise,nonlin,nonlin_out,normalize_func,nz,parallel,parallel_reduce_func,parallel_share,patch_index,patch_size,recurrent_model,reduce_func,scale,sparse_func,stride,use_wta_channel,use_wta_sparse,use_wta_spatial,walkback,walkback_mode,weight_sharing,wta_channel_stride,wta_sparse_perc,x_max,x_min,x_sigma,x_stride,y_max,y_min,y_sigma,y_stride,in_objectness,out_objectness,in_max,in_count,out_max,out_count
729,squared_error,,6.0,,1.0,False,,digits,,0.0,,4a53253b28d18bc88f3fd6b2dbc5af96,,,,,,,,,False,9999999999.0,,random,model88,27.0,1.0,1000.0,,,,,,,,,,,,,,,,3.0,200.0,200.0,500.0,,,,,,,,,rectify,sigmoid,sigmoid,,1.0,sum,False,0.0,5.0,lstm,max,,,,,,,1.0,bengio_without_sampling,,,,width,0.0,1,1.0,height,0.0,1,1.0,3.80569815636,4.84054756165,0.650231693552,0.550215471268,0.364602203418,0.246010130247
730,squared_error,0.5,2.0,,,False,,digits,,,,6166c60980287713d3e7a14fa26c874f,,,,,,,,,False,,,,model64,,,,,,,,,,,,,600.0,800.0,300.0,900.0,1000.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.575757575758,,,,,,,,,3.85744595528,7.82110691071,0.537540259854,0.31302733782,0.506953760275,0.299105520543
731,squared_error,0.5,2.0,,,False,,digits,,,,608c009657340a8585f105175c7ffe28,,,,,,,,,False,,,,model64,,,,,,,,,,,,,300.0,300.0,400.0,100.0,900.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.737373737374,,,,,,,,,3.27834105492,7.97280740738,0.484197529471,0.297736053871,0.515922367556,0.263225383995
732,squared_error,,2.0,,,True,78.5953177258,digits,,,,29683a8e2d712777a1b327d3a274a139,,,,,,,,,False,,,,model64,,,,,,,,,,,,,400.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.616161616162,,,,,,,,,3.68591761589,6.12041807175,0.416917280582,0.211027594533,0.582797729902,0.284488760204
733,squared_error,,6.0,predicted,,False,,digits,,0.0,,266063b3ba2cd60d248df5e330745fe7,,,,,,,,,False,9999999999.0,,random,model88,36.0,2.0,1100.0,500.0,,,,,,,,,,,,,,,3.0,300.0,200.0,500.0,,,,,,,,,rectify,sigmoid,sigmoid,,1.0,sum,False,0.0,1.0,lstm,over,,,,,,,1.0,bengio_without_sampling,,,,width,0.0,0.5,1.0,height,0.0,0.5,1.0,4.72582387924,7.53437376022,0.709731358,0.481090687592,0.434694129829,0.0953604709406
734,squared_error,,2.0,,,False,,digits,,,,e3578258c9c9c595701b99851f89375c,,,,,,,,,False,,,,model64,,,,,,,,,,,,,1000.0,900.0,800.0,500.0,500.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.89898989899,,,,,,,,,5.00576257706,7.6635928154,0.487484490025,0.428352661872,0.604195020133,0.288719822533
735,squared_error,,2.0,,,False,,digits,,,,0701e9403f58d63905f45f38f7e1b466,,,,,,,,,False,,,,model64,,,,,,,,,,,,,1000.0,400.0,100.0,900.0,800.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.838383838384,,,,,,,,,5.43180990219,10.8744440079,0.519459221366,0.444329480413,0.628752247242,0.400185923889
736,squared_error,,2.0,,,False,,digits,,,,82099876ff1c350a058015b081a6ebc5,,,,,,,,,False,,,,model64,,,,,,,,,,,,,600.0,200.0,400.0,700.0,600.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,bengio_without_sampling,,,0.030303030303,,,,,,,,,4.44451141357,7.95309352875,0.574914825206,0.397797288398,0.503566132008,0.239961047708
737,squared_error,,6.0,,1.0,False,,digits,,0.0,,32bf8b49c0537881553273c183de3a2a,,,,,,,,,False,9999999999.0,,random,model88,79.0,1.0,1000.0,,,,,,,,,,,,,,,,3.0,200.0,400.0,500.0,,,,,,,,,rectify,sigmoid,sigmoid,,1.0,sum,False,0.0,4.0,lstm,over,,,,,,,1.0,bengio_without_sampling,,,,width,0.0,1,1.0,height,0.0,1,1.0,6.22092676163,7.2436375618,0.787703046266,0.599832874071,0.424111458752,0.263763165719
738,squared_error,,6.0,,1.0,False,,digits,,0.0,,74858e7231a2d0148b66f7c5b7fbf96d,,,,,,,,,False,9999999999.0,,random,model88,60.0,1.0,1300.0,,,,,,,,,,,,,,,,3.0,200.0,400.0,100.0,,,,,,,,,rectify,sigmoid,sigmoid,,1.0,sum,False,0.0,1.0,lstm,sum,,,,,,,1.0,bengio_without_sampling,,,,width,0.0,1,1.0,height,0.0,1,1.0,5.23872184753,8.02573108673,0.653486718536,0.514410797863,0.497423453464,0.188040446771
